entry_id,title,authors,year,journal,volume,pages,doi,arxiv_id,keywords,publication_type,featured,citation_count,research_area,relevance_score,abstract
10.1007/978-981-15-4702-7_3-1,Space-Based Gravitational Wave Observatories,Jonathan Gair; Martin Hewitson; Antoine Petiteau; Guido Mueller,2022,Handbook of Gravitational Wave Astronomy,,,10.1007/978-981-15-4702-7_3-1,2201.10593,,preprint,False,0,instrument,0.7,
10.1103/PhysRevLett.128.041101,Measuring the Galactic Binary Fluxes with LISA: Metamorphoses and Disappearances of White Dwarf Binaries.,Naoki Seto,2022,Physical Review Letters,,,10.1103/PhysRevLett.128.041101,2201.03685,,preprint,False,0,,0.7,
10.1088/2040-8986/ac675e,Geometric tilt-to-length coupling in precision interferometry: mechanisms and analytical descriptions,Marie-Sophie Hartig; Sönke Schuster; Gudrun Wanner,2022,Journal of Optics,,,10.1088/2040-8986/ac675e,2207.06278,,preprint,False,0,instrument,0.7,
10.1088/1361-6382/ac838e,Two approaches for the passive charge management of contactless test masses,Suwen Wang; S Saraf; John Lipa; Deepak Yadav; S Buchman,2021,Classical and Quantum Gravity,,,10.1088/1361-6382/ac838e,2112.15234,,preprint,False,0,instrument,0.7,
10.1103/PhysRevD.106.024004,Source localizations with the network of space-based gravitational wave detectors,Chunyu Zhang; Yungui Gong; Chao Zhang,2021,Physical Review D,,,10.1103/PhysRevD.106.024004,2112.02299,,preprint,False,0,data_analysis,0.7,
10.1103/PhysRevD.104.063025,Correlation of gravitational wave background noises and statistical loss for angular averaged sensitivity curves,Naoki Seto,2021,Physical Review D,,,10.1103/PhysRevD.104.063025,2108.12930,,preprint,False,0,data_analysis,0.7,
10.1103/PhysRevD.104.103011,Detecting gravitational lensing in hierarchical triples in galactic nuclei with space-borne gravitational-wave observatories,Hang Yu; Yijun Wang; Brian C Seymour; Yanbei Chen,2021,Physical Review D,,,10.1103/PhysRevD.104.103011,2107.14318,,preprint,False,0,mission_design,0.7,
10.1103/PhysRevD.105.022001,Science with the TianQin Observatory: Preliminary results on stochastic gravitational-wave background,Zheng-Cheng Liang; Yi-Ming Hu; Yun Jiang; Jun Cheng; Jian-dong Zhang; Jianwei Mei,2021,Physical Review D,,,10.1103/PhysRevD.105.022001,2107.08643,,preprint,False,0,mission_design,0.7,
10.1088/1475-7516/2022/12/023,Constraint on Brans-Dicke theory from intermediate/extreme mass ratio inspirals,Tong Jiang; Ning Dai; Yungui Gong; Dicong Liang; Chao Zhang,2021,Journal of Cosmology and Astroparticle Physics,,,10.1088/1475-7516/2022/12/023,2107.02700,,preprint,False,0,mission_design,0.7,
10.3390/SYM13081357,Thermal Noise Decoupling of Micro-Newton Thrust Measured in a Torsion Balance,Linxiao Cong; Jianchao Mu; Qian Liu; Hao Wang; Linlin Wang; Yonggui Li; Congyu Qiao,2021,Symmetry,,,10.3390/SYM13081357,,,journal,False,0,instrument,0.7,
10.1103/PhysRevD.104.083038,Parameter estimation for space-based gravitational wave detectors with ringdown signals,Chunyu Zhang; Yungui Gong; Chao Zhang,2021,Physical Review D,,,10.1103/PhysRevD.104.083038,2105.11279,,preprint,False,0,data_analysis,0.7,
10.1103/PhysRevD.104.123544,Primordial black holes and secondary gravitational waves from string inspired general no-scale supergravity,Lina Wu; Yungui Gong; Tianjun Li,2021,Physical Review D,,,10.1103/PhysRevD.104.123544,2105.07694,,preprint,False,0,science_case,0.7,
10.1088/1475-7516/2022/05/046,NANOGrav signal and LIGO-Virgo primordial black holes from the Higgs field,Zhu Yi; Zong-hong Zhu,2021,Journal of Cosmology and Astroparticle Physics,,,10.1088/1475-7516/2022/05/046,2105.01943,,preprint,False,0,,0.7,
10.1007/s10686-021-09713-z,The missing link in gravitational-wave astronomy,Manuel Arca Sedda; Christopher P. L. Berry; Karan Jani; Pau Amaro-Seoane; Pierre Auclair; Jonathon Baird; Tessa Baker; Emanuele Berti; Katelyn Breivik; Chiara Caprini; Xian Chen; Daniela Doneva; Jose M. Ezquiaga; Saavik Ford; Michael L. Katz; Shimon Kolkowitz; Barry McKernan; Guido Mueller; Germano Nardini; Igor Pikovski; Surjeet Rajendran; Alberto Sesana; Lijing Shao; Nicola Tamanini; Niels Warburton; Helvi Witek; Ka-wah Wong; Michael Zevin,2021,Experimental Astronomy,,,10.1007/s10686-021-09713-z,2104.14583,,preprint,False,0,science_case,0.7,
10.1016/J.ACTAASTRO.2021.04.014,Orbit determination for a space-based gravitational wave observatory,Zhuo Li; Jianhua Zheng,2021,Acta Astronautica,,,10.1016/J.ACTAASTRO.2021.04.014,,,journal,False,0,mission_design,0.7,
10.1038/s42254-021-00303-8,Gravitational-wave physics and astronomy in the 2020s and 2030s,M. Bailes; B. Berger; P. Brady; M. Branchesi; K. Danzmann; M. Evans; K. Holley-Bockelmann; B. Iyer; T. Kajita; S. Katsanevas; M. Kramer; A. Lazzarini; L. Lehner; G. Losurdo; H. Lück; D. McClelland; M. Mclaughlin; M. Punturo; S. Ransom; Somak Raychaudhury; D. Reitze; F. Ricci; S. Rowan; Y. Saito; G. Sanders; B. Sathyaprakash; B. Schutz; A. Sesana; H. Shinkai; X. Siemens; D. Shoemaker; J. Thorpe; J. V. D. van den Brand; S. Vitale,2021,Nature Reviews Physics,,,10.1038/s42254-021-00303-8,,,journal,False,0,instrument,0.7,
10.1142/S0217751X21400157,A torsional thrust stand for measuring the thrust response time of micro-Newton thrusters,Chao Yang; Jianwu He; Li Duan; Qi Kang,2021,International Journal of Modern Physics A,,,10.1142/S0217751X21400157,,,journal,False,0,instrument,0.7,
10.1103/PHYSREVD.103.063021,Sensitivity functions of spaceborne gravitational wave detectors for arbitrary time-delay interferometry combinations,Panpan Wang; Yujie Tan; Wei-Liang Qian; Cheng-Gang Shao,2021,Physical Review D,,,10.1103/PHYSREVD.103.063021,,,journal,False,0,mission_design,0.7,
10.1103/PhysRevD.105.104062,Detection of gravitational wave mixed polarization with single space-based detectors,Chao Zhang; Yungui Gong; Dicong Liang; Chunyu Zhang,2021,Physical Review D,,,10.1103/PhysRevD.105.104062,2102.03972,,preprint,False,0,data_analysis,0.7,
10.1029/2020JA028579,Effects of the Space Plasma Density Oscillation on the Interspacecraft Laser Ranging for TianQin Gravitational Wave Observatory,Ling‐Feng Lu; Wei-jia Su; Xuefeng Zhang; Zhaoguo He; Huizong Duan; Yuan-Ze Jiang; Hsien‐Chi Yeh,2021,Journal of Geophysical Research: Space Physics,,,10.1029/2020JA028579,2103.08326,,preprint,False,0,instrument,0.7,
10.1007/JHEP01(2021)097,New sensitivity curves for gravitational-wave signals from cosmological phase transitions,Kai Schmitz,2021,Journal of High Energy Physics,,,10.1007/JHEP01(2021)097,,,journal,False,0,data_analysis,0.7,
10.1016/j.asr.2020.12.025,Orbit insertion error analysis for a space-based gravitational wave observatory,Zhuo Li; Jianhua Zheng; Mingtao Li,2020,Advances in Space Research,,,10.1016/j.asr.2020.12.025,,,journal,False,0,mission_design,0.7,
10.1016/j.nuclphysb.2021.115480,Primordial black holes and secondary gravitational waves from natural inflation,Qing Gao; Yungui Gong; Zhu Yi,2020,Nuclear Physics B,,,10.1016/j.nuclphysb.2021.115480,2012.03856,,preprint,False,0,science_case,0.7,
10.1103/PhysRevD.103.104066,Accuracy of parameter estimations with a spaceborne gravitational wave observatory,Chao Zhang; Yungui Gong; Bin Wang; Chunyu Zhang,2020,Physical Review D,,,10.1103/PhysRevD.103.104066,2012.01043,,preprint,False,0,data_analysis,0.7,
10.1117/12.2587445,Research on high precision laser phase measurement technology for space-based precision ranging,Zi-hao Wang; Zhongkai Guo; Xuling Lin; Yong-chao Zheng,2020,24th National Laser Conference & Fifteenth National Conference on Laser Technology and Optoelectronics,,,10.1117/12.2587445,,,journal,False,0,instrument,0.7,
10.1088/2058-6272/abab69,Numerical simulations of the wavefront distortion of inter-spacecraft laser beams caused by solar wind and magnetospheric plasmas,Ling‐Feng Lu; Ying LIU; Huizong Duan; Yuan-Ze Jiang; Hsien-Chi YEH,2020,Plasma Science and Technology,,,10.1088/2058-6272/abab69,,,journal,False,0,mission_design,0.7,
10.1103/PhysRevD.103.103013,Sky localization of space-based gravitational wave detectors,Chao Zhang; Yungui Gong; Hang Liu; Bin Wang; Chunyu Zhang,2020,Physical Review D,,,10.1103/PhysRevD.103.103013,2009.03476,,preprint,False,0,,0.7,
10.1103/PhysRevD.102.064041,Testing spacetime symmetry through gravitational waves from extreme-mass-ratio inspirals,Kyriakos Destounis; Arthur G. Suvorov; Kostas D. Kokkotas,2020,Physical Review D,,,10.1103/PhysRevD.102.064041,2009.00028,,preprint,False,0,mission_design,0.7,
10.1088/1361-6382/abed60,Demonstration of a dual-pass differential Fabry–Perot interferometer for future interferometric space gravitational wave antennas,Koji Nagano; Hiroki Takeda; Yuta Michimura; Takashi Uchiyama; Masaki Ando,2020,Classical and Quantum Gravity,,,10.1088/1361-6382/abed60,2008.12462,,preprint,False,0,,0.7,
10.1103/PHYSREVD.102.042002,Numerical modeling and experimental demonstration of pulsed charge control for the space inertial sensor used in LISA,H. Inchausp'e; Taiwo Olatunde; Stephen Apple; Samantha Parry; Ben Letson; Nicholas Turetta; Guido Mueller; Peter J Wass; John W Conklin,2020,Physical Review D,,,10.1103/PHYSREVD.102.042002,2005.00917,,preprint,False,0,mission_design,0.7,
10.1103/PHYSREVD.101.124027,Full analytical formulas for frequency response of space-based gravitational wave detectors,Chunyu Zhang; Qing Gao; Yungui Gong; Bin Wang; Alan J. Weinstein; Chao Zhang,2020,Physical Review D,,,10.1103/PHYSREVD.101.124027,2003.01441,,preprint,False,0,instrument,0.7,
10.5281/ZENODO.3689582,New Sensitivity Curves for Gravitational-Wave Experiments,Kai Schmitz,2020,,,,10.5281/ZENODO.3689582,2002.04615,,preprint,False,0,data_analysis,0.7,
10.3847/2041-8213/ab800f,Orbit-induced Spin Precession as a Possible Origin for Periodicity in Periodically Repeating Fast Radio Bursts,Huan Yang; Yuan-Chuan Zou,2020,The Astrophysical Journal Letters,,,10.3847/2041-8213/ab800f,2002.02553,,preprint,False,0,mission_design,0.7,
10.1103/PhysRevD.101.103515,"Primordial black holes and secondary gravitational waves from 
k
 and 
G
 inflation",Jiong Lin; Qing Gao; Yungui Gong; Yizhou Lu; Chao Zhang; Fengge Zhang,2020,Physical Review D,,,10.1103/PhysRevD.101.103515,2001.05909,,preprint,False,0,science_case,0.7,
10.3847/2041-8213/ab55e2,A Bright Electromagnetic Counterpart to Extreme Mass Ratio Inspirals,Y. Wang; F. Wang; Y. Zou; Z. Dai,2019,The Astrophysical Journal Letters,,,10.3847/2041-8213/ab55e2,1911.04117,,preprint,False,0,instrument,0.7,
10.1142/S0218271819400078,Astrodynamical middle-frequency interferometric gravitational wave observatory AMIGO: Mission concept and orbit design,Wei-Tou Ni; Gang Wang; An-Ming Wu,2019,International Journal of Modern Physics D,,,10.1142/S0218271819400078,1909.04995,,preprint,False,0,mission_design,0.7,
10.1088/1361-6382/abb5c1,The missing link in gravitational-wave astronomy: discoveries waiting in the decihertz range,Manuel Arca Sedda; Christopher P L Berry; Karan Jani; Pau Amaro-Seoane; Pierre Auclair; Jonathon Baird; Tessa Baker; Emanuele Berti; Katelyn Breivik; Adam Burrows; Chiara Caprini; Xian Chen; Daniela Doneva; Jose M Ezquiaga; K E Saavik Ford; Michael L. Katz; Shimon Kolkowitz; Barry McKernan; Guido Mueller; Germano; Nardini; Igor Pikovski; Surjeet Rajendran; Alberto Sesana; Lijing Shao; Nicola Tamanini; David Vartanyan; Niels Warburton; Helvi Witek; Ka-wah Wong; Michael Zevin,2019,Classical and Quantum Gravity,,,10.1088/1361-6382/abb5c1,,,journal,False,0,science_case,0.7,
10.1088/1475-7516/2020/11/012,A preliminary forecast for cosmological parameter estimation with gravitational-wave standard sirens from TianQin,Ling-Feng Wang; Ze-Wei Zhao; Jing-Fei Zhang; Xin Zhang,2019,Journal of Cosmology and Astroparticle Physics,,,10.1088/1475-7516/2020/11/012,1907.01838,,preprint,False,0,data_analysis,0.7,
10.1103/PhysRevD.100.064033,Frequency response of time-delay interferometry for space-based gravitational wave antenna,Chunyu Zhang; Qing Gao; Yungui Gong; Dicong Liang; Alan J. Weinstein; Chao Zhang,2019,Physical Review D,,,10.1103/PhysRevD.100.064033,1906.10901,,preprint,False,0,instrument,0.7,
10.1103/PHYSREVD.100.103003,Detectability of gravitational waves from the coalescence of massive primordial black holes with initial clustering,Qianhang Ding; Tomohiro Nakama; Joseph Silk; Yi Wang,2019,Physical Review D,,,10.1103/PHYSREVD.100.103003,1903.07337,,preprint,False,0,,0.7,
10.1088/1674-4527/19/2/24,Estimation of spectrum and parameters of relic gravitational waves using space-borne interferometers,Bo Wang; Yang Zhang,2018,Research in Astronomy and Astrophysics,,,10.1088/1674-4527/19/2/24,1808.02995,,preprint,False,0,data_analysis,0.7,
10.1098/rsta.2017.0279,Gravitational-wave astronomy: delivering on the promises,Bernard F Schutz,2018,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",,,10.1098/rsta.2017.0279,1804.06308,,preprint,False,0,,0.7,
10.1007/s41114-020-00029-6,Time delay interferometry,Massimo Tinto; Sanjeev V. Dhurandhar,2003,Living Reviews in Relativity,,,10.1007/s41114-020-00029-6,,,journal,False,0,instrument,0.7,
10.1109/TAES.2025.3643846,Intersatellite-Laser-Link-Enhanced GNSS Orbit Determination for High Earth Orbit Gravitational Wave Detectors,Lisheng Tong; Defeng Gu; Kai Shao; Zheyu Xu; Zicong An; Aoming Wang; Daoping Liu; Jubo Zhu,2026,IEEE Transactions on Aerospace and Electronic Systems,,,10.1109/TAES.2025.3643846,,,journal,False,0,mission_design,0.7,
10.1109/TIM.2025.3637953,A Novel Closed-Loop Dynamic Micro-Thrust Measurement Method Based on Torsion Pendulum,Jiabin Wang; Jianfei Long; Xiaolei Wang; Ying Wang; Sujin Ji; Jianming Liang; Jiawen Xu; Mingshan Wu; Linxiao Cong; Luxiang Xu; Bin Wang; Ning Guo,2025,IEEE Transactions on Instrumentation and Measurement,,,10.1109/TIM.2025.3637953,,,journal,False,0,instrument,0.7,
10.1109/TIM.2024.3476598,A Dynamic Micro-Thrust Reconstruction Algorithm Independent of Parametric Models,Shaoliang Gong; Jianwu He; Chao Yang; Yumei Wen; Li Duan; Qi Kang; Yixin Ma,2024,IEEE Transactions on Instrumentation and Measurement,,,10.1109/TIM.2024.3476598,,,journal,False,0,mission_design,0.7,
2023-advancing-space-based-gravitational-wave-astronomy,Advancing Space-Based Gravitational Wave Astronomy: Rapid Detection and Parameter Estimation Using Normalizing Flows,Minghui Du; Bo-Hua Liang; He Wang; P. Xu; Ziren Luo; Yueliang Wu,2023,,,,,,,journal,False,0,data_analysis,0.7,
10.3788/col202220.011203,Analysis and suppression of thermal effect of an ultra-stable laser interferometer for space-based gravitational waves detection,Guanfang Wang; Zhu Li; Jialing Huang; Huizong Duan; Xiangqing Huang; Hongfan Liu; Qi Liu; Shanqing Yang; Liangcheng Tu; Hsien-Chi Yeh,2022,Chinese Optics Letters,,,10.3788/col202220.011203,,,journal,False,0,mission_design,0.7,
2019-micro-newton-electrospray-thrusters-for-chinas-spa,Micro-Newton Electrospray Thrusters for China’s Space-Borne Gravitational Wave Detection Mission (TianQin),Peiyi Song; Leimeng Sun; Shuangyang Kuang; Kai Zhang; Wentao Zou; Xiaochen Suo; Yurong Wang; Dongyang Xiao; L. Tu,2019,,,,,,,journal,False,0,mission_design,0.7,
arxiv:2604.09081,Probing High-Quality Axions with Gravitational Waves,Ruiyu Zhou; Jin-Wei Wang; Ligong Bian,2026,,,,,2604.09081,,preprint,False,0,science_case,0.3,
arxiv:2604.04957,FluxMC: Rapid and High-Fidelity Inference for Space-Based Gravitational-Wave Observations,Bo Liang; Chang Liu; Hanlin Song; Tianyu Zhao; Minghui Du; He Wang; Haohao Gu; Sensen He; Yuxiang Xu; Wei-Liang Qian; Li-E. Qiang; Peng Xu; Ziren Luo; Ming-Yan Sun,2026,,,,,2604.04957,,preprint,False,0,data_analysis,0.3,
arxiv:2603.25084,Particle motions and gravitational waveforms in rotating black hole spacetimes of loop quantum gravity,Yang Yang; Yundi Bai; Yong-Zhuang Li; Yu Han,2026,,,,,2603.25084,,preprint,False,0,mission_design,0.3,
arxiv:2603.17698,Long-algorithm based quantum search for gravitational wave,Fang Guo; Jibo He,2026,,,,,2603.17698,,preprint,False,0,data_analysis,0.3,
arxiv:2603.14413,Periodic orbits and gravitational waveforms of black holes in bumblebee gravity,Zijian Shi; Xiangdong Zhang; Yunlong Liu,2026,,,,,2603.14413,,preprint,False,0,mission_design,0.3,
arxiv:2603.09140,Gravitational waveforms and accretion characteristics in a quantum-corrected black hole without Cauchy horizons,Shilong Huang; Jiawei Chen; Jinsong Yang,2026,,,,,2603.09140,,preprint,False,0,mission_design,0.3,
arxiv:2603.07102,Bounding the number of spacetime dimensions from precessing black hole binaries with the third-generation gravitational-wave detectors,Xuan Zhu; Ji-Yu Song; Tao Zhu; Xin Zhang,2026,,,,,2603.07102,,preprint,False,0,data_analysis,0.3,
10.3390/universe12030073,Numerical Tools for Electroweak Phase Transition,Xinran Zeng; Yang Zhang,2026,Universe,,,10.3390/universe12030073,,,journal,False,0,science_case,0.3,
arxiv:2602.17524,Inspiral tests of general relativity and waveform geometry,Brian C Seymour; Jacob Golomb; Yanbei Chen,2026,,,,,2602.17524,,preprint,False,0,source_modeling,0.3,
arxiv:2602.12536,Cosmological perturbations and gravitational waves in the general Einstein-vector theory,Xiao-Bin Lai; Yu-Zhi Fan; Yunyi Dong; Yu-Xiao Liu,2026,,,,,2602.12536,,preprint,False,0,,0.3,
arxiv:2602.12022,Dark matter distributions around extreme mass ratio inspirals: effects of radial pressure and relativistic treatment,Yang Zhao; Yungui Gong,2026,,,,,2602.12022,,preprint,False,0,mission_design,0.3,
10.3847/1538-4357/ae1c46,Subtracting and Monitoring Tilt-to-length Noise under High Differential Wavefront Sensing Noise Using Convolutional Neural Networks and Time Delay Interferometry,Hao-Kang Chen; Panpan Wang; Chenggang Shao,2026,The Astrophysical Journal,,,10.3847/1538-4357/ae1c46,,,journal,False,0,instrument,0.3,
arxiv:2602.06536,Continued fraction method for high overtone quasinormal modes in effective potentials with discontinuity,Guan-Ru Li; Jodin C. Morey; Wei-Liang Qian; Ramin G. Daghigh; Michael D. Green; Kai Lin; Rui-hong Yue,2026,,,,,2602.06536,,preprint,False,0,,0.3,
arxiv:2602.06661,Chiral phase transition with primordial black holes: Distinct phase structure and catalysis,Masanori Tanaka; Jun-Chen Wang; Jing-Jun Zhang,2026,,,,,2602.06661,,preprint,False,0,source_modeling,0.3,
arxiv:2602.05714,Detecting gravitational wave background with equivalent configurations in the network of space based optical lattice clocks,Mingzhi Lou; Hong Su; Tao Yang; Yun-Long Zhang,2026,,,,,2602.05714,,preprint,False,0,instrument,0.3,
arxiv:2602.04586,Fluctuation-Induced Friction in Bubble-Wall Dynamics of Cosmological First-Order Phase Transitions,Dongdong Wei; Zong-Kuan Guo,2026,,,,,2602.04586,,preprint,False,0,,0.3,
10.1016/j.precisioneng.2026.01.032,Design and performance evaluation of an ultra-low noise point-ahead angle mechanism for space-borne gravitational wave detection,Hongmin Zhang; Yang Li; Changkang Fu; ZiJian Jing; Dong He; Mengyang Zhao; Ruihong Gao; Wei Yan; Bo Qi,2026,Precision Engineering,,,10.1016/j.precisioneng.2026.01.032,,,journal,False,0,data_analysis,0.3,
10.1016/j.actaastro.2026.02.015,Trade-off between fuel consumption and geometric stability in gravitational waves detections,Yang Pei; Wei Wang,2026,Acta Astronautica,,,10.1016/j.actaastro.2026.02.015,,,journal,False,0,,0.3,
arxiv:2601.21538,Primordial black holes and Scalar-Induced Gravitational Waves formed by inflation potential with non-trivial characteristics,Ruifeng Zheng; Yanqing Xu,2026,,,,,2601.21538,,preprint,False,0,,0.3,
10.3390/sym18010179,Validation of Phase Extraction Precision Based on Ultra-Stable Hexagonal Optical Bench for Space-Borne Gravitational Wave Detection,Tao Yu; Ke Xue; Hongyu Long; Mingqiao Liu; Chao Fang; Yunqing Liu,2026,Symmetry,,,10.3390/sym18010179,,,journal,False,0,instrument,0.3,
arxiv:2601.01376,Classifying Core-Collapse Supernova Gravitational Waves using Supervised Contrastive Learning,Ao-bo Wang; Yong Yuan; Hao Cai; Xilong Fan,2026,,,,,2601.01376,,preprint,False,0,data_analysis,0.3,
10.1016/j.physletb.2026.140402,Taxonomy of periodic orbits and gravitational waves in a non-rotating Destounis-Suvorov-Kokkotas black hole spacetime,Zhu Hua; Zhen-Tao He; Jingqi Lai; Jiageng Jiao; Yu Tian,2026,Physics Letters B,,,10.1016/j.physletb.2026.140402,2601.00550,,preprint,False,0,mission_design,0.3,
arxiv:2512.23279,Mass distribution of ultralight boson in binary black hole systems,Hang Yang; Daiqin Su,2025,,,,,2512.23279,,preprint,False,0,,0.3,
arxiv:2512.22762,Constraining the dynamical Chern-Simons gravity with future gravitational wave detectors,Xinyi Che; Xiangyu Lyu; Changfu Shi,2025,,,,,2512.22762,,preprint,False,0,data_analysis,0.3,
10.1140/epjc/s10052-026-15466-w,Gravitational radiations from periodic orbits around a black hole in the effective field theory extension of general relativity,Shuo Lu; Haojie Lin; Tao Zhu; Yu-Xiao Liu; Xin Zhang,2025,The European Physical Journal C,,,10.1140/epjc/s10052-026-15466-w,2512.11911,,preprint,False,0,mission_design,0.3,
10.3390/universe11120411,DAMPS: DArk Matter Profile Around Massive Schwarzschild Black Holes,Hai-Chao Yuan; Zi-Chang Zhang; Yong Tang,2025,Universe,,,10.3390/universe11120411,,,journal,False,0,mission_design,0.3,
10.3389/fspas.2025.1738959,Long-wavelength UV-LEDs and charge management in the detection of gravitational waves in space,Yuandong Jia; Yinbowen Zhang; Suwen Wang; Guozhi Chai; Zemin Zhang; Yi Zhang; Hongxin Li; Shuanglin Huang; Hongqing Huo; Zongfeng Li; Yun Kau Lau,2025,Frontiers in Astronomy and Space Sciences,,,10.3389/fspas.2025.1738959,2512.07546,,preprint,False,0,mission_design,0.3,
10.1140/epjc/s10052-026-15469-7,Gravitational waveforms from periodic orbits around a dyonic ModMax black hole,Mirzabek Alloqulov; Sanjar Shaymatov; Bobomurat Ahmedov; Tao Zhu,2025,The European Physical Journal C,,,10.1140/epjc/s10052-026-15469-7,2511.15237,,preprint,False,0,mission_design,0.3,
10.1103/m6sq-s53x,Detecting parity-violating gravitational wave backgrounds with pulsar polarization arrays,Qiuyue Liang; Kimihiro Nomura; Hidetoshi Omiya,2025,Physical Review D,,,10.1103/m6sq-s53x,2511.07956,,preprint,False,0,,0.3,
10.1103/7g4q-5crv,Analytical solutions of bound timelike geodesic orbits in effective-one-body frame,Chen Zhang; Wenbiao Han,2025,Physical Review D,,,10.1103/7g4q-5crv,2511.06684,,preprint,False,0,mission_design,0.3,
arxiv:2511.03657,Extreme-Mass-Ratio Inspirals Embedded in Dark Matter Halo I:Existence of Homoclinic Orbit and Near-Horizon Chaos,Surajit Das; Surojit Dalui; Bum-Hoon Lee; Yi-Fu Cai,2025,,,,,2511.03657,,preprint,False,0,mission_design,0.3,
arxiv:2511.01330,Analytical sensitivity curves of the second-generation time-delay interferometry,Chunyu Zhang,2025,,,,,2511.01330,,preprint,False,0,instrument,0.3,
arxiv:2510.25895,Beyond general relativity: gravitational waves in non-minimally coupled theories,Stephon Alexander; Tatsuya Daniel; Tucker Manton,2025,,,,,2510.25895,,preprint,False,0,science_case,0.3,
arxiv:2510.24989,Periodic orbits and their gravitational waves in EMRIs: supermassive black hole affected by galactic dark matter halos,Guo-He Li; Chen-Kai Qiao; Jun Tao,2025,,,,,2510.24989,,preprint,False,0,mission_design,0.3,
10.1088/1475-7516/2026/02/011,Comprehensive analysis of dissipative effects in the induced gravitational waves,Yan-Heng Yu; Zhe Chang; Sai Wang,2025,Journal of Cosmology and Astroparticle Physics,,,10.1088/1475-7516/2026/02/011,2510.18663,,preprint,False,0,science_case,0.3,
arxiv:2510.16102,Evolving extreme mass-ratio inspirals in a perturbed Schwarzschild spacetime,Michael LaHaye; Colin Weller; Dongjun Li; Patrick Bourg; Yanbei Chen; Huan Yang,2025,,,,,2510.16102,,preprint,False,0,mission_design,0.3,
arxiv:2510.12984,When Tiny Halos Stir Spacetime: Gravitational Waves from Fifth-Force Mergers,Xinpeng Wang; Yifan Lu; Zachary S. C. Picker; Alexander Kusenko; Misao Sasaki,2025,,,,,2510.12984,,preprint,False,0,science_case,0.3,
10.1103/hzsq-5v2n,Higher-multipole spin-aligned eccentric gravitational waveform generation via Fourier neural networks,Ruijun Shi; Zun Wang; Xiaoli Liu; Tianyu Zhao; Zhixiang Ren; Zhoujian Cao,2025,Physical Review D,,,10.1103/hzsq-5v2n,,,journal,False,0,source_modeling,0.3,
10.1103/tby4-thbh,Gauge dependence of scalar-induced gravitational waves from isocurvature perturbations: Analytical results,Arshad Ali; Yang Lei; Mudassar Sabir,2025,Physical Review D,,,10.1103/tby4-thbh,2510.07252,,preprint,False,0,,0.3,
10.1103/xyvn-hsqz,Growth of the gravitational wave spectrum from sound waves in a universe with a generic expansion rate,Yang Xiao; Huai-ke Guo; Jiahang Hu; Jin Min Yang; Yanglinxi Zhang,2025,Physical Review D,,,10.1103/xyvn-hsqz,,,journal,False,0,,0.3,
10.1088/1475-7516/2026/03/065,Scalar-induced gravitational waves including isocurvature perturbations with lattice simulations,Xiang-Xi Zeng,2025,Journal of Cosmology and Astroparticle Physics,,,10.1088/1475-7516/2026/03/065,2510.02106,,preprint,False,0,,0.3,
arxiv:2509.23318,Gravitational waveforms from periodic orbits around a novel regular black hole,Huajie Gong; Sheng Long; Xi-Jing Wang; Zhong-Wu Xia; Jian-Pin Wu; Qiyuan Pan,2025,,,,,2509.23318,,preprint,False,0,mission_design,0.3,
10.1140/epjc/s10052-026-15510-9,The bound orbits and gravitational waveforms of timelike particles around renormalization group improved Kerr black holes,Yong-Zhuang Li; Xiao-Mei Kuang,2025,The European Physical Journal C,,,10.1140/epjc/s10052-026-15510-9,2509.07333,,preprint,False,0,mission_design,0.3,
10.1016/j.dark.2025.101980,Chiral gravitational wave background from audible axion via Nieh–Yan term,Baoyu Xu; Keyi Ding; Hong Su; Ju Chen; Yun-Long Zhang,2025,Physics of the Dark Universe,,,10.1016/j.dark.2025.101980,,,journal,False,0,,0.3,
10.1140/epjc/s10052-026-15286-y,Scalar-induced gravitational waves in spatially covariant gravity,Jiehao Jiang; Jieming Lin; Xian Gao,2025,The European Physical Journal C,,,10.1140/epjc/s10052-026-15286-y,2508.20000,,preprint,False,0,,0.3,
arxiv:2508.13276,Probing Purely Inelastic Scalar Dark Matter Across Colliders and Gravitational Wave Observatories,Jinhui Guo; Jia Liu; Chen-Yang Peng; Xiao-Ping Wang,2025,,,,,2508.13276,,preprint,False,0,science_case,0.3,
arxiv:2508.10812,Scalar-induced gravitational waves with non-Gaussianity up to all orders,Xiang-Xi Zeng; Zhuan Ning; Rong-Gen Cai; Shao-Jiang Wang,2025,,,,,2508.10812,,preprint,False,0,,0.3,
10.3390/sym17081314,Clock Noise Suppression Techniques in Space-Borne Gravitational Wave Detection: A Review,Yijun Xia; Aoting Fang; Mingyang Xu; Yujie Tan; Chenggang Shao,2025,Symmetry,,,10.3390/sym17081314,,,journal,False,0,science_case,0.3,
10.1117/12.3065317,Free-space testbed for interferometric spacecraft-to-spacecraft laser ranging acquisition,Elena Germano; Samuele Malta; Oliver Mandel; Alexander Sell; Dennis Weise; Claus Braxmaier,2025,Optical Measurement Systems for Industrial Inspection XIV,,,10.1117/12.3065317,,,journal,False,0,mission_design,0.3,
